goos: linux
goarch: amd64
pkg: github.com/awslabs/aws-glue-schema-registry/multilang-schema-registry/golang/pkg/gsrserde-go/core
cpu: Intel(R) Xeon(R) Platinum 8175M CPU @ 2.50GHz
BenchmarkEncoderCacheHit/AVRO/small_100B-48         	 5017598	       468.2 ns/op	 213.59 MB/s	     184 B/op	       4 allocs/op
BenchmarkEncoderCacheMiss/JSON/small_100B-48        	   68613	     35837 ns/op	   2.79 MB/s	    7361 B/op	      80 allocs/op
BenchmarkEncoderCacheMiss/JSON/medium_10KB-48       	   59582	     40457 ns/op	 253.11 MB/s	   18373 B/op	      80 allocs/op
BenchmarkEncoderCacheMiss/JSON/medium_10KB-48       	   61203	     40772 ns/op	 251.15 MB/s	   18375 B/op	      80 allocs/op
BenchmarkEncoderCacheMiss/JSON/medium_10KB-48       	   59672	     46766 ns/op	 218.96 MB/s	   18382 B/op	      80 allocs/op
BenchmarkEncoderCacheMiss/JSON/medium_10KB-48       	   49522	     46110 ns/op	 222.08 MB/s	   18387 B/op	      80 allocs/op
BenchmarkEncoderCacheMiss/JSON/medium_10KB-48       	   52725	     45019 ns/op	 227.46 MB/s	   18371 B/op	      80 allocs/op
BenchmarkEncoderCacheMiss/JSON/large_1MB-48         	    4297	    560192 ns/op	1871.81 MB/s	 1072965 B/op	      81 allocs/op
BenchmarkEncoderCacheMiss/JSON/large_1MB-48         	    3733	    582833 ns/op	1799.10 MB/s	 1073158 B/op	      81 allocs/op
BenchmarkEncoderCacheMiss/JSON/large_1MB-48         	    3926	    546475 ns/op	1918.80 MB/s	 1073039 B/op	      81 allocs/op
BenchmarkEncoderCacheMiss/JSON/large_1MB-48         	    4766	    544860 ns/op	1924.49 MB/s	 1073005 B/op	      81 allocs/op
BenchmarkEncoderCacheMiss/JSON/large_1MB-48         	    4009	    540191 ns/op	1941.12 MB/s	 1073100 B/op	      81 allocs/op
BenchmarkEncoderCacheMiss/PROTOBUF/small_100B-48    	   22792	    110473 ns/op	   0.91 MB/s	   44797 B/op	     305 allocs/op
BenchmarkEncoderCacheMiss/PROTOBUF/small_100B-48    	   22039	    110116 ns/op	   0.91 MB/s	   44818 B/op	     305 allocs/op
BenchmarkEncoderCacheMiss/PROTOBUF/small_100B-48    	   21568	    110754 ns/op	   0.90 MB/s	   44760 B/op	     305 allocs/op
BenchmarkEncoderCacheMiss/PROTOBUF/small_100B-48    	   22887	    109623 ns/op	   0.91 MB/s	   44776 B/op	     305 allocs/op
BenchmarkEncoderCacheMiss/PROTOBUF/small_100B-48    	   19086	    119545 ns/op	   0.84 MB/s	   44769 B/op	     305 allocs/op
BenchmarkEncoderCacheMiss/PROTOBUF/medium_10KB-48   	   21147	    126295 ns/op	  81.08 MB/s	   66863 B/op	     305 allocs/op
BenchmarkEncoderCacheMiss/PROTOBUF/medium_10KB-48   	   20553	    135572 ns/op	  75.53 MB/s	   66845 B/op	     305 allocs/op
BenchmarkEncoderCacheMiss/PROTOBUF/medium_10KB-48   	   17336	    124744 ns/op	  82.09 MB/s	   66827 B/op	     305 allocs/op
BenchmarkEncoderCacheMiss/PROTOBUF/medium_10KB-48   	   18634	    129137 ns/op	  79.30 MB/s	   66838 B/op	     305 allocs/op
BenchmarkEncoderCacheMiss/PROTOBUF/medium_10KB-48   	   18662	    133587 ns/op	  76.65 MB/s	   66822 B/op	     305 allocs/op
BenchmarkEncoderCacheMiss/PROTOBUF/large_1MB-48     	    1958	   1243291 ns/op	 843.39 MB/s	 2173174 B/op	     307 allocs/op
BenchmarkEncoderCacheMiss/PROTOBUF/large_1MB-48     	    1977	   1315842 ns/op	 796.89 MB/s	 2174103 B/op	     307 allocs/op
BenchmarkEncoderCacheMiss/PROTOBUF/large_1MB-48     	    1792	   1186083 ns/op	 884.07 MB/s	 2171795 B/op	     307 allocs/op
BenchmarkEncoderCacheMiss/PROTOBUF/large_1MB-48     	    2125	   1270496 ns/op	 825.33 MB/s	 2173576 B/op	     307 allocs/op
BenchmarkEncoderCacheMiss/PROTOBUF/large_1MB-48     	    1981	   1257418 ns/op	 833.91 MB/s	 2172216 B/op	     307 allocs/op
BenchmarkDecoderCacheHit/AVRO/small_100B-48         	 8694033	       262.2 ns/op	 381.35 MB/s	      64 B/op	       2 allocs/op
BenchmarkDecoderCacheHit/AVRO/small_100B-48         	 9115135	       263.1 ns/op	 380.07 MB/s	      64 B/op	       2 allocs/op
BenchmarkDecoderCacheHit/AVRO/small_100B-48         	 9711486	       258.3 ns/op	 387.13 MB/s	      64 B/op	       2 allocs/op
BenchmarkDecoderCacheHit/AVRO/small_100B-48         	10104580	       246.5 ns/op	 405.70 MB/s	      64 B/op	       2 allocs/op
BenchmarkDecoderCacheHit/AVRO/small_100B-48         	 9822102	       243.1 ns/op	 411.28 MB/s	      64 B/op	       2 allocs/op
BenchmarkDecoderCacheHit/AVRO/medium_10KB-48        	10068420	       246.6 ns/op	41524.33 MB/s	      64 B/op	       2 allocs/op
BenchmarkDecoderCacheHit/AVRO/medium_10KB-48        	 9987769	       245.6 ns/op	41685.36 MB/s	      64 B/op	       2 allocs/op
BenchmarkDecoderCacheHit/AVRO/medium_10KB-48        	10044866	       246.8 ns/op	41488.17 MB/s	      64 B/op	       2 allocs/op
BenchmarkDecoderCacheHit/AVRO/medium_10KB-48        	10048465	       254.4 ns/op	40244.27 MB/s	      64 B/op	       2 allocs/op
BenchmarkDecoderCacheHit/AVRO/medium_10KB-48        	 9226881	       267.1 ns/op	38334.69 MB/s	      64 B/op	       2 allocs/op
BenchmarkDecoderCacheHit/AVRO/large_1MB-48          	 7942618	       261.8 ns/op	4004988.60 MB/s	      64 B/op	       2 allocs/op
BenchmarkDecoderCacheHit/AVRO/large_1MB-48          	 9861742	       253.0 ns/op	4144936.90 MB/s	      64 B/op	       2 allocs/op
BenchmarkDecoderCacheHit/AVRO/large_1MB-48          	10062660	       268.5 ns/op	3904846.42 MB/s	      64 B/op	       2 allocs/op
BenchmarkDecoderCacheHit/AVRO/large_1MB-48          	 9650132	       248.8 ns/op	4214922.87 MB/s	      64 B/op	       2 allocs/op
BenchmarkDecoderCacheHit/AVRO/large_1MB-48          	 9949525	       251.6 ns/op	4167033.18 MB/s	      64 B/op	       2 allocs/op
BenchmarkDecoderCacheHit/JSON/small_100B-48         	 9676663	       243.7 ns/op	 410.34 MB/s	      64 B/op	       2 allocs/op
BenchmarkDecoderCacheHit/JSON/small_100B-48         	 9707718	       247.1 ns/op	 404.73 MB/s	      64 B/op	       2 allocs/op
BenchmarkDecoderCacheHit/JSON/small_100B-48         	 9175232	       250.2 ns/op	 399.63 MB/s	      64 B/op	       2 allocs/op
BenchmarkDecoderCacheHit/JSON/small_100B-48         	 9723261	       240.5 ns/op	 415.81 MB/s	      64 B/op	       2 allocs/op
BenchmarkDecoderCacheHit/JSON/small_100B-48         	10031214	       239.2 ns/op	 418.09 MB/s	      64 B/op	       2 allocs/op
BenchmarkDecoderCacheHit/JSON/medium_10KB-48        	10127955	       240.4 ns/op	42604.39 MB/s	      64 B/op	       2 allocs/op
BenchmarkDecoderCacheHit/JSON/medium_10KB-48        	 9955646	       241.1 ns/op	42474.35 MB/s	      64 B/op	       2 allocs/op
BenchmarkDecoderCacheHit/JSON/medium_10KB-48        	 9534130	       249.2 ns/op	41090.38 MB/s	      64 B/op	       2 allocs/op
BenchmarkDecoderCacheHit/JSON/medium_10KB-48        	10083690	       246.4 ns/op	41565.91 MB/s	      64 B/op	       2 allocs/op
BenchmarkDecoderCacheHit/JSON/medium_10KB-48        	 9763358	       237.9 ns/op	43043.56 MB/s	      64 B/op	       2 allocs/op
BenchmarkDecoderCacheHit/JSON/large_1MB-48          	10269100	       241.2 ns/op	4347060.45 MB/s	      64 B/op	       2 allocs/op
BenchmarkDecoderCacheHit/JSON/large_1MB-48          	10171735	       236.7 ns/op	4429811.89 MB/s	      64 B/op	       2 allocs/op
BenchmarkDecoderCacheHit/JSON/large_1MB-48          	10026777	       235.3 ns/op	4455905.12 MB/s	      64 B/op	       2 allocs/op
BenchmarkDecoderCacheHit/JSON/large_1MB-48          	10271841	       233.3 ns/op	4494259.55 MB/s	      64 B/op	       2 allocs/op
BenchmarkDecoderCacheHit/JSON/large_1MB-48          	10056332	       235.5 ns/op	4453084.23 MB/s	      64 B/op	       2 allocs/op
BenchmarkDecoderCacheHit/PROTOBUF/small_100B-48     	 9666631	       246.3 ns/op	 406.09 MB/s	      64 B/op	       2 allocs/op
BenchmarkDecoderCacheHit/PROTOBUF/small_100B-48     	 9346683	       252.8 ns/op	 395.52 MB/s	      64 B/op	       2 allocs/op
BenchmarkDecoderCacheHit/PROTOBUF/small_100B-48     	 9384007	       252.1 ns/op	 396.72 MB/s	      64 B/op	       2 allocs/op
BenchmarkDecoderCacheHit/PROTOBUF/small_100B-48     	 9189711	       253.9 ns/op	 393.88 MB/s	      64 B/op	       2 allocs/op
BenchmarkDecoderCacheHit/PROTOBUF/small_100B-48     	 9218539	       255.3 ns/op	 391.65 MB/s	      64 B/op	       2 allocs/op
BenchmarkDecoderCacheHit/PROTOBUF/medium_10KB-48    	 9524383	       249.3 ns/op	41072.70 MB/s	      64 B/op	       2 allocs/op
BenchmarkDecoderCacheHit/PROTOBUF/medium_10KB-48    	 9121560	       251.5 ns/op	40715.54 MB/s	      64 B/op	       2 allocs/op
BenchmarkDecoderCacheHit/PROTOBUF/medium_10KB-48    	 9307963	       252.3 ns/op	40584.01 MB/s	      64 B/op	       2 allocs/op
BenchmarkDecoderCacheHit/PROTOBUF/medium_10KB-48    	 9739063	       252.4 ns/op	40577.31 MB/s	      64 B/op	       2 allocs/op
BenchmarkDecoderCacheHit/PROTOBUF/medium_10KB-48    	 9661779	       247.3 ns/op	41402.63 MB/s	      64 B/op	       2 allocs/op
BenchmarkDecoderCacheHit/PROTOBUF/large_1MB-48      	 9008232	       248.6 ns/op	4217515.51 MB/s	      64 B/op	       2 allocs/op
BenchmarkDecoderCacheHit/PROTOBUF/large_1MB-48      	 9831438	       248.8 ns/op	4215276.47 MB/s	      64 B/op	       2 allocs/op
BenchmarkDecoderCacheHit/PROTOBUF/large_1MB-48      	 9723819	       246.7 ns/op	4251057.93 MB/s	      64 B/op	       2 allocs/op
BenchmarkDecoderCacheHit/PROTOBUF/large_1MB-48      	10013724	       246.2 ns/op	4258564.79 MB/s	      64 B/op	       2 allocs/op
BenchmarkDecoderCacheHit/PROTOBUF/large_1MB-48      	 9800109	       254.2 ns/op	4124860.72 MB/s	      64 B/op	       2 allocs/op
BenchmarkDecoderCacheMiss/AVRO/small_100B-48        	   68605	     35264 ns/op	   2.84 MB/s	    7015 B/op	      73 allocs/op
BenchmarkDecoderCacheMiss/AVRO/small_100B-48        	   71371	     34716 ns/op	   2.88 MB/s	    7004 B/op	      73 allocs/op
BenchmarkDecoderCacheMiss/AVRO/small_100B-48        	   68878	     35088 ns/op	   2.85 MB/s	    7006 B/op	      73 allocs/op
BenchmarkDecoderCacheMiss/AVRO/small_100B-48        	   70840	     33915 ns/op	   2.95 MB/s	    6995 B/op	      73 allocs/op
BenchmarkDecoderCacheMiss/AVRO/small_100B-48        	   69468	     34467 ns/op	   2.90 MB/s	    6986 B/op	      73 allocs/op
BenchmarkDecoderCacheMiss/AVRO/medium_10KB-48       	   70425	     34862 ns/op	 293.73 MB/s	    6995 B/op	      73 allocs/op
BenchmarkDecoderCacheMiss/AVRO/medium_10KB-48       	   70640	     36689 ns/op	 279.10 MB/s	    6992 B/op	      73 allocs/op
BenchmarkDecoderCacheMiss/AVRO/medium_10KB-48       	   63549	     36478 ns/op	 280.71 MB/s	    6992 B/op	      73 allocs/op
BenchmarkDecoderCacheMiss/AVRO/medium_10KB-48       	   68710	     36921 ns/op	 277.35 MB/s	    6988 B/op	      73 allocs/op
BenchmarkDecoderCacheMiss/AVRO/medium_10KB-48       	   69841	     34766 ns/op	 294.54 MB/s	    7000 B/op	      73 allocs/op
BenchmarkDecoderCacheMiss/AVRO/large_1MB-48         	   70399	     33175 ns/op	31607.57 MB/s	    6775 B/op	      73 allocs/op
BenchmarkDecoderCacheMiss/AVRO/large_1MB-48         	   73924	     33656 ns/op	31155.95 MB/s	    6782 B/op	      73 allocs/op
BenchmarkDecoderCacheMiss/AVRO/large_1MB-48         	   70989	     33297 ns/op	31491.16 MB/s	    6776 B/op	      73 allocs/op
BenchmarkDecoderCacheMiss/AVRO/large_1MB-48         	   71770	     33536 ns/op	31267.56 MB/s	    6770 B/op	      73 allocs/op
BenchmarkDecoderCacheMiss/AVRO/large_1MB-48         	   68064	     35636 ns/op	29424.77 MB/s	    6803 B/op	      73 allocs/op
BenchmarkDecoderCacheMiss/JSON/small_100B-48        	   65068	     37064 ns/op	   2.70 MB/s	    7033 B/op	      73 allocs/op
BenchmarkDecoderCacheMiss/JSON/small_100B-48        	   68881	     35461 ns/op	   2.82 MB/s	    7003 B/op	      73 allocs/op
BenchmarkDecoderCacheMiss/JSON/small_100B-48        	   68041	     34065 ns/op	   2.94 MB/s	    6998 B/op	      73 allocs/op
BenchmarkDecoderCacheMiss/JSON/small_100B-48        	   70201	     34043 ns/op	   2.94 MB/s	    6996 B/op	      73 allocs/op
BenchmarkDecoderCacheMiss/JSON/small_100B-48        	   69621	     34044 ns/op	   2.94 MB/s	    7007 B/op	      73 allocs/op
BenchmarkDecoderCacheMiss/JSON/medium_10KB-48       	   71097	     36805 ns/op	 278.22 MB/s	    7027 B/op	      73 allocs/op
BenchmarkDecoderCacheMiss/JSON/medium_10KB-48       	   65848	     37428 ns/op	 273.59 MB/s	    7052 B/op	      73 allocs/op
BenchmarkDecoderCacheMiss/JSON/medium_10KB-48       	   65202	     33717 ns/op	 303.71 MB/s	    6997 B/op	      73 allocs/op
BenchmarkDecoderCacheMiss/JSON/medium_10KB-48       	   68680	     34047 ns/op	 300.76 MB/s	    6988 B/op	      73 allocs/op
BenchmarkDecoderCacheMiss/JSON/medium_10KB-48       	   72944	     34767 ns/op	 294.53 MB/s	    6991 B/op	      73 allocs/op
BenchmarkDecoderCacheMiss/JSON/large_1MB-48         	   70557	     32563 ns/op	32201.03 MB/s	    6775 B/op	      73 allocs/op
BenchmarkDecoderCacheMiss/JSON/large_1MB-48         	   73957	     32256 ns/op	32508.28 MB/s	    6775 B/op	      73 allocs/op
BenchmarkDecoderCacheMiss/JSON/large_1MB-48         	   76123	     32350 ns/op	32413.15 MB/s	    6775 B/op	      73 allocs/op
BenchmarkDecoderCacheMiss/JSON/large_1MB-48         	   75420	     32378 ns/op	32385.50 MB/s	    6782 B/op	      73 allocs/op
BenchmarkDecoderCacheMiss/JSON/large_1MB-48         	   74316	     34380 ns/op	30499.78 MB/s	    6784 B/op	      73 allocs/op
BenchmarkDecoderCacheMiss/PROTOBUF/small_100B-48    	   71348	     34299 ns/op	   2.92 MB/s	    6996 B/op	      73 allocs/op
BenchmarkDecoderCacheMiss/PROTOBUF/small_100B-48    	   71659	     34083 ns/op	   2.93 MB/s	    7002 B/op	      73 allocs/op
BenchmarkDecoderCacheMiss/PROTOBUF/small_100B-48    	   71894	     33612 ns/op	   2.98 MB/s	    6987 B/op	      73 allocs/op
BenchmarkDecoderCacheMiss/PROTOBUF/small_100B-48    	   68845	     34795 ns/op	   2.87 MB/s	    6997 B/op	      73 allocs/op
BenchmarkDecoderCacheMiss/PROTOBUF/small_100B-48    	   68838	     34916 ns/op	   2.86 MB/s	    7010 B/op	      73 allocs/op
BenchmarkDecoderCacheMiss/PROTOBUF/medium_10KB-48   	   66784	     35548 ns/op	 288.06 MB/s	    6988 B/op	      73 allocs/op
BenchmarkDecoderCacheMiss/PROTOBUF/medium_10KB-48   	   70420	     34542 ns/op	 296.45 MB/s	    6987 B/op	      73 allocs/op
BenchmarkDecoderCacheMiss/PROTOBUF/medium_10KB-48   	   67693	     35894 ns/op	 285.29 MB/s	    6999 B/op	      73 allocs/op
BenchmarkDecoderCacheMiss/PROTOBUF/medium_10KB-48   	   62661	     35526 ns/op	 288.24 MB/s	    7013 B/op	      73 allocs/op
BenchmarkDecoderCacheMiss/PROTOBUF/medium_10KB-48   	   64108	     36949 ns/op	 277.14 MB/s	    7054 B/op	      73 allocs/op
BenchmarkDecoderCacheMiss/PROTOBUF/large_1MB-48     	   66679	     35289 ns/op	29714.35 MB/s	    6834 B/op	      73 allocs/op
BenchmarkDecoderCacheMiss/PROTOBUF/large_1MB-48     	   73471	     34603 ns/op	30303.43 MB/s	    6773 B/op	      73 allocs/op
BenchmarkDecoderCacheMiss/PROTOBUF/large_1MB-48     	   69912	     32903 ns/op	31868.60 MB/s	    6759 B/op	      73 allocs/op
BenchmarkDecoderCacheMiss/PROTOBUF/large_1MB-48     	   71599	     35440 ns/op	29587.26 MB/s	    6776 B/op	      73 allocs/op
BenchmarkDecoderCacheMiss/PROTOBUF/large_1MB-48     	   68863	     34782 ns/op	30147.12 MB/s	    6777 B/op	      73 allocs/op
BenchmarkEncodeWireFormat_Parallel/AVRO/small_100B/P4-48         	 4932048	       506.6 ns/op	 197.38 MB/s	     184 B/op	       4 allocs/op
BenchmarkEncodeWireFormat_Parallel/AVRO/small_100B/P4-48         	 4962777	       507.2 ns/op	 197.15 MB/s	     184 B/op	       4 allocs/op
BenchmarkEncodeWireFormat_Parallel/AVRO/small_100B/P4-48         	 4898005	       484.9 ns/op	 206.24 MB/s	     184 B/op	       4 allocs/op
BenchmarkEncodeWireFormat_Parallel/AVRO/small_100B/P4-48         	 4926936	       492.4 ns/op	 203.07 MB/s	     184 B/op	       4 allocs/op
BenchmarkEncodeWireFormat_Parallel/AVRO/small_100B/P4-48         	 4784905	       501.5 ns/op	 199.41 MB/s	     184 B/op	       4 allocs/op
BenchmarkEncodeWireFormat_Parallel/AVRO/small_100B/P16-48        	 4553018	       558.0 ns/op	 179.22 MB/s	     184 B/op	       4 allocs/op
BenchmarkEncodeWireFormat_Parallel/AVRO/small_100B/P16-48        	 4651648	       502.5 ns/op	 199.02 MB/s	     184 B/op	       4 allocs/op
BenchmarkEncodeWireFormat_Parallel/AVRO/small_100B/P16-48        	 4581253	       480.9 ns/op	 207.95 MB/s	     184 B/op	       4 allocs/op
BenchmarkEncodeWireFormat_Parallel/AVRO/small_100B/P16-48        	 4806049	       501.4 ns/op	 199.45 MB/s	     184 B/op	       4 allocs/op
BenchmarkEncodeWireFormat_Parallel/AVRO/small_100B/P16-48        	 4804815	       477.9 ns/op	 209.25 MB/s	     184 B/op	       4 allocs/op
